gene	cosmic	year	pubmed
RB1	2126	2002	3288
RB1	2126	2001	2237
RB1	2126	2000	1505
RB1	2126	1999	834
RB1	2126	1998	682
RB1	2126	1997	346
RB1	2126	1996	304
RB1	2126	1995	197
RB1	2126	1994	166
RB1	2126	1993	181
RB1	2126	1992	163
RB1	2126	1991	196
RB1	2126	1990	125
RB1	2126	1989	60
RB1	2126	1988	11
RB1	2126	1987	10
RB1	2126	1986	3
RB1	2126	1984	1
RB1	2126	1965	1
RB1	2126	1964	3
RB1	2126	1963	2
RB1	2126	1962	1
RB1	2126	1961	1
RB1	2126	1960	1
RB1	2126	1959	1
RB1	2126	1958	2
HRAS	2114	2020	3
HRAS	2114	2019	19811
HRAS	2114	2018	30180
HRAS	2114	2017	29996
HRAS	2114	2016	28025
HRAS	2114	2015	25647
HRAS	2114	2014	22421
HRAS	2114	2013	17845
HRAS	2114	2012	16673
HRAS	2114	2011	15115
HRAS	2114	2010	13497
HRAS	2114	2009	12099
HRAS	2114	2008	10919
HRAS	2114	2007	9990
HRAS	2114	2006	8913
HRAS	2114	2005	8197
HRAS	2114	2004	6432
HRAS	2114	2003	4690
HRAS	2114	2002	3288
HRAS	2114	2001	2237
HRAS	2114	2000	1505
HRAS	2114	1999	834
HRAS	2114	1998	682
HRAS	2114	1997	346
HRAS	2114	1996	304
HRAS	2114	1995	197
HRAS	2114	1994	166
HRAS	2114	1993	181
HRAS	2114	1992	163
HRAS	2114	1991	196
HRAS	2114	1990	125
HRAS	2114	1989	60
HRAS	2114	1988	11
HRAS	2114	1987	10
HRAS	2114	1986	3
HRAS	2114	1984	1
HRAS	2114	1965	1
HRAS	2114	1964	3
HRAS	2114	1963	2
HRAS	2114	1962	1
HRAS	2114	1961	1
HRAS	2114	1960	1
HRAS	2114	1959	1
HRAS	2114	1958	2
PTPRD	2055	2020	3
PTPRD	2055	2019	19811
PTPRD	2055	2018	30180
PTPRD	2055	2017	29996
PTPRD	2055	2016	28025
PTPRD	2055	2015	25647
PTPRD	2055	2014	22421
PTPRD	2055	2013	17845
PTPRD	2055	2012	16673
PTPRD	2055	2011	15115
PTPRD	2055	2010	13497
PTPRD	2055	2009	12099
PTPRD	2055	2008	10919
PTPRD	2055	2007	9990
PTPRD	2055	2006	8913
PTPRD	2055	2005	8197
PTPRD	2055	2004	6432
PTPRD	2055	2003	4690
PTPRD	2055	2002	3288
PTPRD	2055	2001	2237
PTPRD	2055	2000	1505
PTPRD	2055	1999	834
PTPRD	2055	1998	682
PTPRD	2055	1997	346
PTPRD	2055	1996	304
PTPRD	2055	1995	197
PTPRD	2055	1994	166
PTPRD	2055	1993	181
PTPRD	2055	1992	163
PTPRD	2055	1991	196
PTPRD	2055	1990	125
PTPRD	2055	1989	60
PTPRD	2055	1988	11
PTPRD	2055	1987	10
PTPRD	2055	1986	3
PTPRD	2055	1984	1
PTPRD	2055	1965	1
PTPRD	2055	1964	3
PTPRD	2055	1963	2
PTPRD	2055	1962	1
PTPRD	2055	1961	1
PTPRD	2055	1960	1
PTPRD	2055	1959	1
PTPRD	2055	1958	2
CEBPA	2024	2020	3
CEBPA	2024	2019	19811
CEBPA	2024	2018	30180
CEBPA	2024	2017	29996
CEBPA	2024	2016	28025
CEBPA	2024	2015	25647
CEBPA	2024	2014	22421
CEBPA	2024	2013	17845
CEBPA	2024	2012	16673
CEBPA	2024	2011	15115
CEBPA	2024	2010	13497
CEBPA	2024	2009	12099
CEBPA	2024	2008	10919
CEBPA	2024	2007	9990
CEBPA	2024	2006	8913
CEBPA	2024	2005	8197
CEBPA	2024	2004	6432
CEBPA	2024	2003	4690
CEBPA	2024	2002	3288
CEBPA	2024	2001	2237
CEBPA	2024	2000	1505
CEBPA	2024	1999	834
CEBPA	2024	1998	682
CEBPA	2024	1997	346
CEBPA	2024	1996	304
CEBPA	2024	1995	197
CEBPA	2024	1994	166
CEBPA	2024	1993	181
CEBPA	2024	1992	163
CEBPA	2024	1991	196
CEBPA	2024	1990	125
CEBPA	2024	1989	60
CEBPA	2024	1988	11
CEBPA	2024	1987	10
CEBPA	2024	1986	3
CEBPA	2024	1984	1
CEBPA	2024	1965	1
CEBPA	2024	1964	3
CEBPA	2024	1963	2
CEBPA	2024	1962	1
CEBPA	2024	1961	1
CEBPA	2024	1960	1
CEBPA	2024	1959	1
CEBPA	2024	1958	2
